,yes.vs.no,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
8577,ENSG00000102606,469.8550316,-0.030550278,0.065341845,-0.46754538,0.640109733,0.796537496
8578,ENSG00000126216,513.3439946,-0.050283108,0.067682024,-0.742931505,0.45752315,0.652164318
8579,ENSG00000068650,2207.105958,0.292795621,0.090512035,3.234880546,0.001216936,0.012887672
8580,ENSG00000126217,83.54344644,-0.480125155,0.189949179,-2.527650589,0.011482857,0.060046962
8581,ENSG00000126231,9.796354842,-0.671993594,0.384878666,-1.745988162,0.080813009,NA
8582,ENSG00000126226,190.7086538,-0.163975148,0.128526855,-1.275804563,0.202024614,0.397711325
8583,ENSG00000139842,690.0037733,-0.096164607,0.093799822,-1.025210969,0.305263654,0.513774092
8584,ENSG00000185896,1034.831826,0.191213126,0.090993493,2.101393418,0.035606445,0.129127112
8585,ENSG00000139835,32.53482273,-0.099513279,0.212289415,-0.468762322,0.639239534,0.795925789
8586,ENSG00000153531,12.6507446,-0.009112952,0.387780807,-0.023500265,0.981251227,0.991629014
8587,ENSG00000150401,132.2547721,0.01653785,0.115269294,0.143471429,0.885917874,0.942324637
8588,ENSG00000150403,440.8018113,0.64130761,0.117223895,5.470792554,4.48E-08,8.34E-06
8589,ENSG00000198176,545.1153752,-0.069066416,0.212172398,-0.325520269,0.744787345,0.86628576
8590,ENSG00000184497,39.55464724,0.033665372,0.226512934,0.1486245,0.881849939,0.940590801
8591,ENSG00000183087,99.73607546,-0.306586313,0.162195927,-1.890222022,0.058728273,0.18002306
8592,ENSG00000185989,1615.18246,-0.30801386,0.083361071,-3.694936453,0.000219942,0.00395166
8593,ENSG00000130177,247.5099515,-0.239294189,0.099377407,-2.407933501,0.016043103,0.075448045
8594,ENSG00000169062,201.1332339,-0.30754694,0.102630067,-2.996655343,0.002729591,0.022476799
8595,ENSG00000198824,129.2102251,-0.214734897,0.108999175,-1.970059834,0.048831514,0.159232647
8596,ENSG00000136319,111.556724,-0.386606844,0.112522889,-3.435806237,0.000590793,0.007770257
8597,ENSG00000100814,45.20479006,-0.02607368,0.182409244,-0.142940562,0.886337123,0.94245238
8598,ENSG00000129484,32.39193974,-0.321926768,0.212650649,-1.51387625,0.130057229,0.300276739
8599,ENSG00000129566,1027.055431,-0.150107708,0.07985908,-1.879657379,0.060154788,0.182624643
8600,ENSG00000092094,118.2101569,-0.210669388,0.118321276,-1.780486103,0.074996442,0.210627949
8601,ENSG00000100823,244.4782423,0.128692136,0.102727289,1.252755108,0.210294844,0.406667078
8602,ENSG00000165782,189.375188,-0.013586084,0.081404145,-0.166896714,0.867451319,0.934104285
8603,ENSG00000198805,156.1545863,0.202688445,0.133517756,1.518063596,0.128998367,0.298992604
8604,ENSG00000169413,172.2550949,0.899466714,0.218001085,4.12597356,3.69E-05,0.001130168
8605,ENSG00000169397,11.11755843,2.501229671,0.602149617,4.153834194,3.27E-05,0.001038746
8606,ENSG00000169385,58.17460776,0.636849464,0.344972065,1.846089952,0.064879146,0.191464825
8607,ENSG00000165792,68.81970597,-0.353169911,0.157190763,-2.24675995,0.024655373,0.10070538
8608,ENSG00000165795,39.0412114,-0.666858625,0.17587253,-3.791715663,0.00014961,0.003010151
8609,ENSG00000165801,1014.284676,0.783723787,0.187769486,4.173861289,2.99E-05,0.000978586
8610,ENSG00000165804,188.1933443,0.867826056,0.199892393,4.341466141,1.42E-05,0.000566724
8611,ENSG00000092199,1898.10469,0.117654255,0.050049345,2.350765137,0.018734855,0.083795354
8612,ENSG00000092200,63.60089441,0.472958749,0.199012045,2.37653328,0.017476185,0.080167671
8613,ENSG00000092201,385.6802562,-0.165800761,0.08026601,-2.06564099,0.038862391,0.136157726
8614,ENSG00000100888,819.6736706,0.043342915,0.068096337,0.636494068,0.524454446,0.706347457
8615,ENSG00000129472,567.5366013,0.067666465,0.261357227,0.258904127,0.795709213,0.896706643
8616,ENSG00000092203,452.8219488,0.155937019,0.070445433,2.213585915,0.026857277,0.106928926
8617,ENSG00000165819,249.0210405,0.030986218,0.098342702,0.315084063,0.752697828,0.870383301
8618,ENSG00000165821,17.47550929,-0.487546464,0.318394385,-1.531265899,0.12570369,0.293937827
8619,ENSG00000129562,206.9261532,0.047721586,0.096098136,0.496592218,0.619476642,0.782754847
8620,ENSG00000100439,250.8205316,0.542820179,0.128731255,4.216692983,2.48E-05,0.000863785
8621,ENSG00000155463,441.2398124,-0.012704821,0.064869029,-0.195853421,0.844724896,0.922069677
8622,ENSG00000155465,743.2643624,0.129787305,0.111027706,1.168963215,0.242418452,0.444939456
8623,ENSG00000172590,63.77271387,-0.186161015,0.152459439,-1.221052736,0.222066053,0.419550499
8624,ENSG00000157227,24.29086453,0.398385297,0.314324838,1.267431808,0.205000933,0.401236487
8625,ENSG00000197324,5590.334478,0.491831359,0.130826917,3.759404943,0.000170318,0.003294817
8626,ENSG00000139890,154.0214522,0.696958746,0.153799125,4.53161711,5.85E-06,0.000305078
8627,ENSG00000100461,897.1379533,0.38778009,0.08329909,4.655273998,3.24E-06,0.000200046
8628,ENSG00000100462,33.92737596,0.365006857,0.177689873,2.054179282,0.039958343,0.138956321
8629,ENSG00000092036,73.71662661,0.45700596,0.198782766,2.299022041,0.021503688,0.091599464
8630,ENSG00000129474,7.665465479,-0.319629501,0.493809758,-0.647272548,0.517455565,NA
8631,ENSG00000100802,60.34312588,0.369511683,0.152634689,2.420889287,0.015482592,0.073691295
8632,ENSG00000100804,38.10191738,-0.06123807,0.181286775,-0.337796676,0.735516415,0.860182526
8633,ENSG00000139880,7.137676273,-1.013142394,0.434041996,-2.334203609,0.019585063,NA
8634,ENSG00000100813,1593.859704,0.064097195,0.047079166,1.361476853,0.173363044,0.360829714
8635,ENSG00000179933,102.6262466,0.072118763,0.119169484,0.605178108,0.54506066,0.723708623
8636,ENSG00000092067,60.37523316,0.520410219,0.301175763,1.727928618,0.084001023,0.226792116
8637,ENSG00000092068,28.2546859,0.040657899,0.359807566,0.112999011,0.910031339,0.955642768
8638,ENSG00000215271,101.7066672,-0.225123599,0.129116275,-1.743572602,0.081233644,0.221967061
8639,ENSG00000235194,216.1637104,-0.080334999,0.110412147,-0.727592038,0.466863356,0.658306038
8640,ENSG00000129473,48.10624898,-0.246333132,0.176608938,-1.394794255,0.163077892,0.346746704
8641,ENSG00000100836,124.1881706,-0.014794854,0.104394584,-0.141720514,0.88730077,0.943079516
8642,ENSG00000092096,21.45982243,-1.099713275,0.334271798,-3.289877523,0.00100231,0.011313055
8643,ENSG00000166091,60.67004097,0.256000983,0.32473738,0.788332353,0.430502328,0.629338116
8644,ENSG00000129460,64.71672124,-0.234256972,0.166127609,-1.410102598,0.15850939,0.340708749
8645,ENSG00000136367,25.28652129,0.081406793,0.241316442,0.337344576,0.73585716,0.860273902
8646,ENSG00000259431,38.92396261,-0.283191272,0.171533566,-1.650937938,0.098751248,0.250412041
8647,ENSG00000213983,212.419626,-0.026456941,0.099289565,-0.266462456,0.789883071,0.893363986
8648,ENSG00000092051,9.7147053,-0.395615713,0.411991409,-0.960252335,0.336928233,NA
8649,ENSG00000157326,44.6939898,-0.470160279,0.181779425,-2.586432865,0.009697506,0.053380567
8650,ENSG00000187630,56.97824862,-0.019450078,0.158887783,-0.122413933,0.902571204,0.951840281
8651,ENSG00000186648,25.19118505,0.129013021,0.304461314,0.423741919,0.671754041,0.817247064
8652,ENSG00000100884,10.63159599,-0.307262034,0.379472483,-0.809708339,0.418107824,0.619501579
8653,ENSG00000129535,20.25330008,0.49716079,0.282349924,1.760796614,0.078272833,0.216740998
8654,ENSG00000100889,163.6834864,-0.306483963,0.124486039,-2.461994651,0.013816673,0.067835614
8655,ENSG00000100897,498.2253464,0.131061827,0.112486294,1.165135975,0.243963957,0.446476695
8656,ENSG00000092010,877.061949,0.248052806,0.078247907,3.170088712,0.001523924,0.015170682
8657,ENSG00000100908,19.08625962,-0.4611194,0.267717952,-1.722407467,0.084995732,0.228338907
8658,ENSG00000100911,248.138429,-0.030067691,0.118193216,-0.25439439,0.799190885,0.897877473
8659,ENSG00000092098,265.8148967,0.205793927,0.101792581,2.021698684,0.04320749,0.145949671
8660,ENSG00000259529,32.86909417,0.232588869,0.233229487,0.997253269,0.318641591,0.526573051
8661,ENSG00000213928,70.29440537,0.06608994,0.152990257,0.431987901,0.665750207,0.812649507
8662,ENSG00000100918,136.3031911,0.090264287,0.133986347,0.67368272,0.50051305,0.687313131
8663,ENSG00000100926,14.82912292,-0.024662379,0.269594126,-0.091479661,0.927111467,0.963948308
8664,ENSG00000139908,92.43071817,0.021978725,0.118382486,0.185658588,0.852712505,0.926718137
8665,ENSG00000254505,19.60760842,-0.319184986,0.256522027,-1.244279058,0.213396876,0.410301036
8666,ENSG00000129559,41.25504258,-0.188008813,0.199164142,-0.943989271,0.345175131,0.552078864
8667,ENSG00000100938,437.3810757,0.264477064,0.092688572,2.853394537,0.004325488,0.030513078
8668,ENSG00000092330,412.3317358,0.168817105,0.067773732,2.490892844,0.012742254,0.064338692
8669,ENSG00000092295,20.14667854,-0.029950555,0.354478766,-0.084491818,0.932665408,0.966059685
8670,ENSG00000100949,141.2651696,-0.110814086,0.106708082,-1.038478847,0.299047178,0.507519114
8671,ENSG00000157379,126.5048068,-0.21305058,0.11386146,-1.871138667,0.061325863,0.184960094
8672,ENSG00000196943,130.6368244,-0.225009044,0.115917115,-1.941120121,0.052243709,0.166024163
8673,ENSG00000213906,30.94761612,0.039167427,0.220722584,0.177450927,0.859154208,0.929389068
8674,ENSG00000213903,660.6433371,0.669275226,0.134447254,4.977976172,6.43E-07,6.23E-05
8675,ENSG00000129467,103.3237378,0.556781668,0.155438724,3.582001015,0.000340972,0.005423311
8676,ENSG00000129465,147.8308573,0.051069835,0.105884364,0.482317061,0.62958073,0.789751322
8677,ENSG00000205978,7.258884847,0.301448638,0.492389915,0.612215297,0.540395322,NA
8678,ENSG00000139899,12.14969656,0.004748928,0.411835356,0.011531132,0.990799692,0.995776961
8679,ENSG00000100441,718.826242,0.146983033,0.066229273,2.21930615,0.026465904,0.106006491
8680,ENSG00000100445,17.85762659,-0.692513421,0.245935265,-2.815836196,0.004865046,0.033008516
8681,ENSG00000100448,20.27624011,2.639287181,0.626223895,4.214606311,2.50E-05,0.000869408
8682,ENSG00000100450,138.8195208,-0.07508266,0.314027628,-0.239095713,0.811031366,0.903695045
8683,ENSG00000100453,174.3119181,0.241084691,0.191075519,1.261724639,0.207047888,0.403512199
8684,ENSG00000092140,143.6156987,-0.106704304,0.133674191,-0.79824163,0.424730284,0.624985913
8685,ENSG00000092108,223.8568894,-0.191505868,0.092453554,-2.071373783,0.038323879,0.135286618
8686,ENSG00000100473,8.265054179,-0.063382859,0.486320976,-0.13033133,0.896304294,NA
8687,ENSG00000196792,172.0934059,-0.008919684,0.10250298,-0.087018781,0.930656584,0.965326603
8688,ENSG00000100478,114.3503233,-0.182535623,0.12272556,-1.487348054,0.136922909,0.310011908
8689,ENSG00000092148,848.8649575,-0.126104231,0.053847581,-2.341873654,0.019187209,0.085184184
8690,ENSG00000129493,108.8517581,0.193737094,0.132932276,1.457412,0.145002687,0.321847994
8691,ENSG00000129480,25.47130328,0.098553874,0.225951526,0.436172641,0.662711476,0.810980872
8692,ENSG00000151413,32.35856588,-0.173541398,0.202704453,-0.856130174,0.39192578,0.595794038
8693,ENSG00000100852,212.8311368,0.002724436,0.127368032,0.021390269,0.982934336,0.99214973
8694,ENSG00000151320,27.55162827,-0.106204325,0.334009053,-0.317968402,0.750508905,0.868854413
8695,ENSG00000129521,33.48022325,-0.075922726,0.259955127,-0.29206089,0.770240069,0.881053128
8696,ENSG00000165389,62.27295348,0.25164413,0.159199704,1.580682145,0.113950733,0.275971417
8697,ENSG00000129518,108.8104052,0.18148081,0.096614539,1.878400615,0.060326381,0.183039848
8698,ENSG00000129515,366.0128546,0.183263861,0.086740823,2.112775225,0.034620011,0.126605451
8699,ENSG00000165410,32.2045394,-0.231210277,0.242398753,-0.95384268,0.340163282,0.547636445
8700,ENSG00000198604,888.6247293,0.333743861,0.095690965,3.487725929,0.000487147,0.006911571
8701,ENSG00000100883,201.2180507,0.083875652,0.097071156,0.864063593,0.387552957,0.592197649
8702,ENSG00000151327,223.7865373,0.110015262,0.115488608,0.952607046,0.340789206,0.547766745
8703,ENSG00000092020,121.8550481,0.261436506,0.139448376,1.874790614,0.060821535,0.183922805
8704,ENSG00000100890,52.21886835,0.048073628,0.183034911,0.262647315,0.792822428,0.895003068
8705,ENSG00000100902,46.80494943,0.279422935,0.188214594,1.484597602,0.137650451,0.310698844
8706,ENSG00000100906,1010.768826,0.787303806,0.126005722,6.248159142,4.15E-10,1.59E-07
8707,ENSG00000174373,347.5101785,-0.277029954,0.100498647,-2.756554065,0.005841396,0.037797754
8708,ENSG00000100916,11.3781126,-0.133975542,0.377387613,-0.355007788,0.722583757,0.85137309
8709,ENSG00000151332,40.57392176,-0.184077733,0.224634757,-0.819453477,0.412527735,0.614673635
8710,ENSG00000100934,265.7707883,0.011285124,0.076060771,0.148369841,0.8820509,0.940590801
8711,ENSG00000092208,26.14602395,-0.083310078,0.2353735,-0.353948416,0.723377542,0.851868976
8712,ENSG00000182400,144.6960422,0.111665232,0.118462162,0.942623618,0.345873455,0.55250634
8713,ENSG00000100941,402.7684896,-0.127991875,0.07973952,-1.605124729,0.108466358,0.266626195
8714,ENSG00000150527,50.99527486,0.177017868,0.167531665,1.05662334,0.290683524,0.498540071
8715,ENSG00000165355,304.3118709,0.243989001,0.093245477,2.616630936,0.00888023,0.050249591
8716,ENSG00000179476,28.60894698,0.092440735,0.226264166,0.408552255,0.682868275,0.825159758
8717,ENSG00000179454,253.9305088,-0.117947109,0.093663292,-1.259267175,0.207933845,0.403989304
8718,ENSG00000198718,109.5293706,0.086885955,0.118580734,0.732715612,0.4637319,0.655943754
8719,ENSG00000185246,103.03215,-0.25611224,0.128988486,-1.985543419,0.047084044,0.154796496
8720,ENSG00000100442,52.24088148,-0.472492373,0.170134355,-2.777172042,0.005483415,0.036286626
8721,ENSG00000187790,64.98728421,-0.116837402,0.175623047,-0.665273745,0.505875421,0.691739666
8722,ENSG00000129534,307.7293002,-0.153092928,0.092719828,-1.651134736,0.098711066,0.250389801
8723,ENSG00000213741,245.4826158,-0.406327246,0.173606301,-2.340509783,0.019257434,0.085405771
8724,ENSG00000165501,29.66102344,-0.223173452,0.221614405,-1.007034955,0.313917977,0.522120822
8725,ENSG00000165502,238.8279222,-0.053126869,0.099178863,-0.535667252,0.59218854,0.763238621
8726,ENSG00000165506,71.92045312,-0.331643645,0.187680341,-1.767066512,0.07721709,0.214476802
8727,ENSG00000100479,34.74457755,-0.249589177,0.263241244,-0.948138572,0.343058914,0.550019332
8728,ENSG00000197776,36.45951206,0.013391966,0.246835475,0.054254625,0.9567323,0.978215345
8729,ENSG00000165516,196.4797577,-0.041117885,0.100976228,-0.40720361,0.68385845,0.825695119
8730,ENSG00000165525,335.470516,-0.132293111,0.080819293,-1.63690012,0.101651341,0.255454944
8731,ENSG00000165527,1274.6115,0.032088266,0.061733471,0.51978716,0.60321193,0.770383968
8732,ENSG00000100483,158.2135195,0.30479629,0.127490355,2.390739995,0.016814456,0.077942202
8733,ENSG00000100485,873.0727383,0.4559402,0.116211845,3.923353937,8.73E-05,0.002078163
8734,ENSG00000087299,25.46403394,-0.280279158,0.222161477,-1.261601075,0.207092369,0.403530983
8735,ENSG00000125375,137.8890401,-0.334101087,0.126449962,-2.642160445,0.008237902,0.047794232
8736,ENSG00000100490,46.61731269,0.164041203,0.185703581,0.883349701,0.377047358,0.582686555
8737,ENSG00000012983,185.8479573,-0.189192523,0.110803362,-1.707461928,0.087736228,0.233463512
8738,ENSG00000198513,19.84436312,0.12358121,0.30434315,0.406058786,0.684699407,0.826012091
8739,ENSG00000151748,70.58469442,0.107237665,0.153373916,0.699191025,0.484432659,0.674362206
8740,ENSG00000100503,2459.741321,0.216558818,0.080489047,2.690537733,0.007133697,0.043120733
8741,ENSG00000100504,1571.524205,0.732165614,0.158440136,4.621086754,3.82E-06,0.000224992
8742,ENSG00000131969,163.436231,0.444842832,0.200244218,2.221501503,0.026317013,0.105668878
8743,ENSG00000100505,24.90254116,0.807717633,0.342474357,2.358476237,0.018350135,0.082749463
8744,ENSG00000139921,213.5382409,0.114155741,0.118178561,0.965959816,0.334064289,0.542145249
8745,ENSG00000186469,577.1755493,0.072312421,0.069455328,1.04113569,0.297812577,0.506309481
8746,ENSG00000087302,136.264093,-0.151710984,0.130008197,-1.166933994,0.243237026,0.445598927
8747,ENSG00000087303,13.74348989,-0.51137173,0.332993063,-1.535682832,0.124616188,0.292098862
8748,ENSG00000168229,225.4782793,-0.013201096,0.207405735,-0.063648657,0.949249988,0.974093844
8749,ENSG00000125384,480.3409503,-0.200887632,0.105051876,-1.912270764,0.055841474,0.174123241
8750,ENSG00000087301,89.87918526,0.045939885,0.152661105,0.300927243,0.763469975,0.877035061
8751,ENSG00000197930,551.9468806,0.314549298,0.094770647,3.319058245,0.000903216,0.010558167
8752,ENSG00000100519,150.1991063,-0.131254196,0.118281685,-1.109674722,0.26713922,0.473101232
8753,ENSG00000198252,277.0346324,-0.255509035,0.107875995,-2.36854395,0.017858258,0.081375077
8754,ENSG00000100522,34.43895664,-0.125122302,0.191207975,-0.654378052,0.512868271,0.697671214
8755,ENSG00000100523,463.1937347,-0.24572057,0.097654833,-2.516215139,0.011862275,0.06124391
8756,ENSG00000100526,6.860051571,0.319660983,0.439219669,0.727792959,0.466740335,NA
8757,ENSG00000100528,120.715534,-0.107419053,0.116209848,-0.924354129,0.355301969,0.560738705
8758,ENSG00000197045,191.2914911,0.152363246,0.121370045,1.255361205,0.209347666,0.405441109
8759,ENSG00000100532,38.13907962,0.028987533,0.207992895,0.139367899,0.889159438,0.943985393
8760,ENSG00000020577,51.93135382,-0.346976569,0.228942885,-1.515559524,0.129630768,0.299721239
8761,ENSG00000131979,313.7932821,-0.136473549,0.12988973,-1.05068776,0.29340202,0.501991274
8762,ENSG00000198554,25.32845183,0.063801806,0.250772627,0.254420936,0.799170379,0.897877473
8763,ENSG00000180008,156.8224893,-0.044491326,0.122907049,-0.361991655,0.717358266,0.847670959
8764,ENSG00000168175,412.9729527,-0.131790467,0.06053076,-2.177247849,0.02946208,0.113710286
8765,ENSG00000131981,729.2956016,-0.018229064,0.265931461,-0.068547978,0.945349429,0.972172225
8766,ENSG00000126787,10.54044666,0.055248698,0.45732112,0.120809418,0.90384199,0.952000901
8767,ENSG00000178974,218.0788061,0.17579389,0.085167279,2.064101276,0.039008115,0.136517579
8768,ENSG00000126775,166.3254327,-0.167894962,0.09411546,-1.783925415,0.074435786,0.209613432
8769,ENSG00000126777,362.28015,-0.106362755,0.104403767,-1.018763573,0.308315223,0.516781384
8770,ENSG00000139946,673.4834699,0.400051089,0.115303765,3.469540553,0.000521349,0.007186644
8771,ENSG00000070269,259.7612112,0.277621204,0.096284054,2.883356005,0.003934625,0.028677053
