,no.vs.notx,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
3772,ENSG00000064651,114.1573547,-0.44624466,0.159820502,-2.792161543,0.005235721,0.611995158
3773,ENSG00000138829,112.0752246,0.459095086,0.274384682,1.673180447,0.094291778,0.911285587
3774,ENSG00000066583,69.86209808,-0.226302149,0.21156133,-1.069676339,0.28476502,0.959371175
3775,ENSG00000169567,103.8082895,-0.310768698,0.262874828,-1.182192682,0.237129256,0.954113172
3776,ENSG00000186687,79.42682818,-0.01298297,0.218639115,-0.059380821,0.952648789,0.999331445
3777,ENSG00000158985,1376.08118,-0.034154605,0.078806492,-0.43339836,0.664725392,0.993936736
3778,ENSG00000158987,153.2856579,0.026921475,0.154127077,0.174670637,0.861338441,0.999331445
3779,ENSG00000217128,744.5623966,-0.022168948,0.160609659,-0.138029979,0.890216724,0.999331445
3780,ENSG00000164398,46.65684276,0.586231436,0.273518069,2.143300581,0.03208897,0.809732291
3781,ENSG00000072682,19.53484994,-0.442708056,0.435959327,-1.01548018,0.30987699,0.961063605
3782,ENSG00000131435,15.85183689,-0.35262075,0.605906983,-0.581971754,0.560585707,0.990233021
3783,ENSG00000197208,410.1749707,0.018451829,0.206004487,0.089570037,0.928628896,0.999331445
3784,ENSG00000197375,220.3646706,0.017858365,0.146751096,0.121691527,0.903143324,0.999331445
3785,ENSG00000125347,4418.584986,-0.121446953,0.127548449,-0.952163306,0.341014167,0.965950913
3786,ENSG00000113522,210.3434403,0.053321922,0.151353235,0.352301174,0.724612408,0.993936736
3787,ENSG00000131437,64.2543933,0.005548018,0.230141553,0.02410698,0.980767275,0.999377886
3788,ENSG00000205089,12.68846122,0.043619966,0.488941132,0.089213125,0.928912535,0.999331445
3789,ENSG00000164402,53.43206668,0.163418894,0.245991236,0.664328113,0.506480332,0.98039072
3790,ENSG00000164403,42.46633208,0.313736605,0.368682589,0.850966698,0.394787852,0.971960494
3791,ENSG00000164405,21.45521682,-0.32722509,0.299875025,-1.091204879,0.275182742,0.959371175
3792,ENSG00000164406,39.76870287,-0.296538359,0.26337784,-1.125904742,0.260205842,0.959371175
3793,ENSG00000072364,793.0385669,0.053063387,0.075096116,0.706606276,0.479811188,0.978315746
3794,ENSG00000155329,41.82010489,-0.145127227,0.269916684,-0.537674162,0.59080202,0.991846699
3795,ENSG00000170606,355.9084843,0.021465586,0.117155266,0.183223402,0.854622733,0.998824978
3796,ENSG00000113583,138.2375533,-0.181060081,0.136964965,-1.321944494,0.186186635,0.932345463
3797,ENSG00000213585,206.1046964,-0.01965636,0.139311757,-0.141096202,0.887793944,0.999331445
3798,ENSG00000081059,2380.832182,0.089792552,0.176876397,0.507657062,0.611693865,0.993936736
3799,ENSG00000113558,475.771246,-0.031558239,0.106985831,-0.294975878,0.768012307,0.99455917
3800,ENSG00000113575,300.3633641,-0.141374558,0.120062331,-1.177509686,0.238992134,0.954113172
3801,ENSG00000006837,6.25735581,0.651480827,0.642271149,1.014339237,0.310420908,0.961859508
3802,ENSG00000119048,679.3933036,-0.040977885,0.162314346,-0.25246003,0.800685505,0.997095625
3803,ENSG00000237190,51.58626512,-0.174611625,0.235729564,-0.740728581,0.458858026,0.974174891
3804,ENSG00000043143,1307.55585,0.074679806,0.103012158,0.724961082,0.468475906,0.976434663
3805,ENSG00000152700,212.918468,-0.208571001,0.133765108,-1.559233224,0.11894119,0.916946994
3806,ENSG00000113615,160.4594426,0.068186713,0.137739775,0.495040107,0.62057181,0.993936736
3807,ENSG00000164615,102.5647174,-0.075945887,0.154891259,-0.490317449,0.623909281,0.993936736
3808,ENSG00000145833,462.8706362,0.197632777,0.103575024,1.908112305,0.056376703,0.86538607
3809,ENSG00000181904,114.879465,-0.307285454,0.162429353,-1.891809881,0.058516316,0.869349843
3810,ENSG00000113621,165.3037775,-0.101008267,0.134751671,-0.749588234,0.453502739,0.973509277
3811,ENSG00000132570,70.94683032,0.145955931,0.194592685,0.750058672,0.453219369,0.973509277
3812,ENSG00000113648,1917.664383,0.020300698,0.125934953,0.161199871,0.871935983,0.999331445
3813,ENSG00000255833,14.36181609,1.194627562,0.501904725,2.380187918,0.017303811,0.749637574
3814,ENSG00000120708,823.9062939,-0.128043439,0.185305643,-0.690985104,0.489574902,0.978885992
3815,ENSG00000113658,169.4274261,-0.281597193,0.156163352,-1.803222009,0.071353355,0.872095678
3816,ENSG00000152377,8.557888071,0.468638904,0.617217707,0.759276506,0.447687169,0.973509277
3817,ENSG00000146021,106.9190311,-0.137818394,0.24423037,-0.564296707,0.572552222,0.9907667
3818,ENSG00000177733,775.9117064,0.01143641,0.089239599,0.12815398,0.898027118,0.999331445
3819,ENSG00000120729,13.73106272,-0.19096952,0.477387039,-0.400030802,0.68913383,0.993936736
3820,ENSG00000078795,25.84797202,0.316482091,0.354154614,0.893626903,0.371521547,0.971053785
3821,ENSG00000031003,337.7786462,0.116977972,0.102634952,1.139747913,0.25439134,0.958541598
3822,ENSG00000112983,286.5896984,-0.02743798,0.104506294,-0.262548592,0.792898528,0.996480583
3823,ENSG00000112984,8.291053965,-0.319597731,0.528000274,-0.60529842,0.544980731,0.986508026
3824,ENSG00000094880,80.72807092,0.194260259,0.177562903,1.094036284,0.273939065,0.959371175
3825,ENSG00000158402,12.94177708,-0.563350348,0.54141267,-1.04051933,0.298098688,0.959371175
3826,ENSG00000120709,728.9928569,-0.027046398,0.187429379,-0.144301805,0.885262153,0.999331445
3827,ENSG00000120733,1364.298775,0.052250488,0.105736881,0.494155755,0.621196185,0.993936736
3828,ENSG00000120738,39.73842755,-0.200606892,0.331129537,-0.605826028,0.544630284,0.986508026
3829,ENSG00000120705,287.3367847,-0.037774052,0.108678914,-0.347574798,0.728159536,0.993936736
3830,ENSG00000113013,431.8111899,0.076187702,0.109054394,0.69862111,0.484788848,0.97842115
3831,ENSG00000044115,617.37562,0.111913881,0.15359382,0.728635318,0.466224769,0.974780928
3832,ENSG00000146006,16.34060316,-0.227097292,0.473032808,-0.480087825,0.631164945,0.993936736
3833,ENSG00000120725,85.03244557,-0.111132391,0.181825361,-0.61120402,0.541064522,0.986508026
3834,ENSG00000015479,207.8390017,0.001142682,0.171925216,0.006646387,0.994696989,0.99955869
3835,ENSG00000120727,214.465101,-0.073172663,0.127393439,-0.574383291,0.565708458,0.990233021
3836,ENSG00000170482,55.85993032,-0.002861443,0.22955938,-0.012464937,0.990054677,0.99955869
3837,ENSG00000170476,45.13367616,-0.477297489,0.365907339,-1.304421746,0.192089825,0.932345463
3838,ENSG00000228672,29.8215374,0.156453535,0.364621016,0.429085347,0.667861116,0.993936736
3839,ENSG00000170469,11.00858078,-0.859194823,0.500041785,-1.718246053,0.085751745,0.89928533
3840,ENSG00000170464,22.02564685,0.054570305,0.291899518,0.186948939,0.851700668,0.998577012
3841,ENSG00000184584,443.5504349,0.150540083,0.117645398,1.279608778,0.200682761,0.937049653
3842,ENSG00000131508,544.5392349,-0.170903785,0.076941665,-2.22121245,0.026336575,0.784127404
3843,ENSG00000171604,222.285545,-0.437113155,0.193126479,-2.26335176,0.023614014,0.784127404
3844,ENSG00000185129,417.6588673,0.009748099,0.127053204,0.076724541,0.938842681,0.999331445
3845,ENSG00000182700,59.49807029,-0.106090632,0.204695879,-0.51828416,0.604260023,0.99359309
3846,ENSG00000120306,184.4419115,-0.542382935,0.262227245,-2.068369882,0.038605255,0.818040468
3847,ENSG00000113068,98.59439962,0.071253825,0.189788602,0.375437851,0.707334859,0.993936736
3848,ENSG00000113070,10.07911239,0.606122833,0.54857567,1.10490287,0.269201679,0.959371175
3849,ENSG00000113073,6.87333277,0.93690081,0.745709573,1.256388335,0.208975209,0.943263946
3850,ENSG00000131503,71.90026077,0.089014974,0.177205236,0.502327,0.615437519,0.993936736
3851,ENSG00000254996,37.20379272,-0.215328137,0.241877785,-0.89023528,0.373339565,0.971053785
3852,ENSG00000213523,210.7121497,-0.27147996,0.131985112,-2.056898356,0.039696004,0.820465872
3853,ENSG00000243056,18.31645021,-0.013197812,0.362571565,-0.03640057,0.970962959,0.999377886
3854,ENSG00000113108,187.3719218,-0.032961137,0.144359203,-0.228327228,0.819391859,0.998439576
3855,ENSG00000176087,399.9817394,-0.084904706,0.094811623,-0.895509462,0.37051481,0.970956301
3856,ENSG00000170458,2227.106368,-0.174715682,0.190952411,-0.914969761,0.360207505,0.969839461
3857,ENSG00000131495,32.41027634,-0.143442195,0.301034539,-0.476497465,0.633720013,0.993936736
3858,ENSG00000113119,157.7982065,0.001971748,0.147685851,0.013350958,0.989347793,0.99955869
3859,ENSG00000113141,510.1752436,-0.097933043,0.100406082,-0.975369632,0.329376942,0.964255927
3860,ENSG00000120314,206.8005859,-0.040367482,0.104424294,-0.386571745,0.699073279,0.993936736
3861,ENSG00000170445,182.5182809,0.202544689,0.113041577,1.791771613,0.073169558,0.872561636
3862,ENSG00000112855,131.2741361,0.104117323,0.147980613,0.703587592,0.481689641,0.978315746
3863,ENSG00000146007,487.4082978,-0.150485457,0.245840982,-0.612125184,0.540454936,0.986508026
3864,ENSG00000178913,415.0502543,-0.299751161,0.170095264,-1.762254597,0.078026291,0.88660201
3865,ENSG00000253910,8.251617505,0.306764918,0.634047404,0.483820163,0.628513504,0.993936736
3866,ENSG00000253485,8.600931519,0.201125255,0.577585578,0.348217238,0.727677043,0.993936736
3867,ENSG00000262209,9.027304747,-0.273877893,0.596749456,-0.458949547,0.646270397,0.993936736
3868,ENSG00000253731,11.58763702,-0.58476874,0.552849893,-1.057735105,0.290176226,0.959371175
3869,ENSG00000253537,7.002706409,0.982817989,0.743310555,1.322217184,0.186095841,0.932345463
3870,ENSG00000276547,7.53642735,-0.127340975,0.735989057,-0.173020201,0.862635549,0.999331445
3871,ENSG00000261934,6.261937795,1.298068363,0.79208101,1.63880758,0.10125334,0.916946994
3872,ENSG00000253305,10.0401025,-0.629730734,0.662768028,-0.950152553,0.342034743,0.965950913
3873,ENSG00000253846,10.29939702,-0.08914756,0.584214131,-0.152593981,0.878718472,0.999331445
3874,ENSG00000254122,9.475561941,-0.806307124,0.651580448,-1.237463658,0.215914998,0.948316465
3875,ENSG00000253873,9.895670177,-0.426737248,0.592146237,-0.720661926,0.471117543,0.976841673
3876,ENSG00000253159,6.322910534,1.290723984,0.796736153,1.620014329,0.105229199,0.916946994
3877,ENSG00000240184,8.212358373,-0.772586464,0.671466718,-1.150595322,0.249898759,0.954820021
3878,ENSG00000131504,1911.008968,0.115604458,0.134451659,0.859821728,0.38988732,0.971960494
3879,ENSG00000171720,151.1501029,0.136335803,0.11775173,1.157824204,0.246935784,0.954535788
3880,ENSG00000164620,59.35339653,0.014213656,0.231818545,0.061313713,0.95110937,0.999331445
3881,ENSG00000197948,305.2543178,0.041837979,0.12041229,0.347456053,0.728248729,0.993936736
3882,ENSG00000120318,839.0607558,0.14899297,0.172497073,0.863742017,0.387729627,0.971960494
3883,ENSG00000156453,41.41607639,-1.044352125,0.443764945,-2.353390319,0.018603095,0.749637574
3884,ENSG00000081791,448.7097848,0.175771688,0.093996851,1.86997421,0.061487399,0.869349843
3885,ENSG00000113555,101.4345942,-0.009311117,0.205989607,-0.045201878,0.963946397,0.999331445
3886,ENSG00000013561,257.9980806,0.024862446,0.235857432,0.105413028,0.916048079,0.999331445
3887,ENSG00000113552,99.91447355,-0.158514368,0.159037778,-0.996708897,0.31890583,0.962384307
3888,ENSG00000131507,604.2691641,0.004424679,0.088186787,0.05017395,0.95998377,0.999331445
3889,ENSG00000145819,2996.278437,0.108131604,0.157152016,0.688070104,0.491408636,0.978885992
3890,ENSG00000113580,1125.865237,-0.078564759,0.095271188,-0.824643423,0.409574061,0.973461059
3891,ENSG00000145817,118.6951359,-0.183865244,0.170053804,-1.081218055,0.279600129,0.959371175
3892,ENSG00000186314,9.464494208,-0.022867498,0.618939446,-0.036946261,0.970527854,0.999377886
3893,ENSG00000133706,304.2136916,-0.014510987,0.1423944,-0.101907007,0.918830488,0.999331445
3894,ENSG00000091009,76.33715511,-0.198212427,0.171750603,-1.154071213,0.248470974,0.954535788
3895,ENSG00000113649,338.6668069,-0.021084702,0.134078937,-0.157255886,0.875043186,0.999331445
3896,ENSG00000156475,68.58378378,0.228941312,0.285038998,0.803192943,0.421863224,0.973509277
3897,ENSG00000176049,29.92564812,-0.240020048,0.361610824,-0.663752388,0.506848803,0.98039072
3898,ENSG00000204909,5.662195165,0.100032314,0.846079153,0.118230444,0.905885068,0.999331445
3899,ENSG00000145868,632.4438014,0.072261271,0.110486475,0.65402821,0.513093631,0.98078938
3900,ENSG00000169252,291.1389432,-0.064675376,0.16696602,-0.387356517,0.69849229,0.993936736
3901,ENSG00000169247,24.67373361,-0.211203872,0.451598566,-0.467680565,0.640013042,0.993936736
3902,ENSG00000173210,59.37849893,-0.105908045,0.445457639,-0.237751102,0.812074146,0.998439576
3903,ENSG00000164284,95.20590515,-0.331964968,0.179451553,-1.849886294,0.06432994,0.869349843
3904,ENSG00000145882,177.0874687,0.279710163,0.152191845,1.837878788,0.066080268,0.870488641
3905,ENSG00000113712,945.3638969,-0.112102118,0.070639517,-1.586960423,0.112521608,0.916946994
3906,ENSG00000183111,35.45231591,0.970680149,0.437185263,2.220294759,0.026398765,0.784127404
3907,ENSG00000155846,199.1853935,0.2225427,0.183526181,1.212593752,0.225285179,0.949013905
3908,ENSG00000132915,10.21712374,0.192225719,0.546789134,0.351553655,0.725173027,0.993936736
3909,ENSG00000155850,118.2584048,-0.077761156,0.132997385,-0.584681841,0.558761666,0.990233021
3910,ENSG00000164296,16.52085255,-0.109734886,0.386880437,-0.283640308,0.776686044,0.99455917
3911,ENSG00000113716,234.3593711,0.082083211,0.143413394,0.572353872,0.56708226,0.990233021
3912,ENSG00000182578,1018.676511,0.333582748,0.207253888,1.609536741,0.107499028,0.916946994
3913,ENSG00000113721,38.95558442,-0.545118907,0.387571496,-1.406498964,0.159576012,0.926051041
3914,ENSG00000070814,363.3612457,0.031303008,0.11975291,0.261396635,0.793786651,0.996501387
3915,ENSG00000019582,11206.9306,-0.047084433,0.132999696,-0.354019103,0.723324567,0.993936736
3916,ENSG00000164587,1204.205112,-0.175445373,0.192659909,-0.910648064,0.362480837,0.969896845
3917,ENSG00000070614,908.3230256,0.014864807,0.194561352,0.076401642,0.939099563,0.999331445
3918,ENSG00000171992,50.40821798,-0.172710054,0.350991026,-0.492064018,0.622674088,0.993936736
3919,ENSG00000164591,7.805075146,-0.283498182,0.653189381,-0.434021419,0.664272887,0.993936736
3920,ENSG00000086589,323.1923632,-0.029676005,0.105845746,-0.28037031,0.779193413,0.99455917
3921,ENSG00000132912,377.5057161,0.053974137,0.105968589,0.509340909,0.610513288,0.993936736
3922,ENSG00000256235,77.22969933,-0.141745423,0.236648041,-0.598971462,0.549191915,0.987525001
3923,ENSG00000237693,8.720708876,0.4732847,0.583856108,0.810618735,0.417584655,0.973509277
3924,ENSG00000145908,15.1777467,-0.032467747,0.477271391,-0.068027851,0.945763464,0.999331445
3925,ENSG00000211445,172.5871989,-0.079881772,0.151911826,-0.525843009,0.598997289,0.992152524
3926,ENSG00000145901,2634.244986,-0.007828261,0.143496723,-0.054553586,0.956494117,0.999331445
3927,ENSG00000197043,1623.29801,-0.0094205,0.117335915,-0.080286589,0.936009324,0.999331445
3928,ENSG00000198624,1156.852078,-0.104182801,0.077840108,-1.338420568,0.180759378,0.932345463
3929,ENSG00000196743,405.4733863,-0.15862505,0.172940009,-0.917225871,0.359024293,0.969839461
3930,ENSG00000123643,514.7734433,0.019517505,0.169613101,0.115070737,0.908389054,0.999331445
3931,ENSG00000086570,37.64771152,0.059708797,0.284830835,0.209628977,0.833957262,0.998439576
3932,ENSG00000113140,476.9618111,0.286464441,0.351011767,0.816110649,0.414436854,0.973461059
3933,ENSG00000177556,148.8376675,-0.091365136,0.170039569,-0.537316911,0.591048726,0.991846699
3934,ENSG00000145907,743.5927102,-0.105929485,0.094570348,-1.120113088,0.262665574,0.959371175
3935,ENSG00000145888,5.786884262,0.01367573,0.680262779,0.020103599,0.983960729,0.99955869
3936,ENSG00000055147,102.0922135,-0.024175793,0.160876332,-0.150275633,0.880547157,0.999331445
3937,ENSG00000037749,162.9914216,-0.020618081,0.126153163,-0.163436892,0.870174458,0.999331445
3938,ENSG00000164574,726.7094645,0.081542253,0.098993544,0.823712842,0.410102741,0.973461059
3939,ENSG00000164576,405.6678448,-0.148263731,0.103461635,-1.43303101,0.151848975,0.925037519
3940,ENSG00000155506,1256.080596,0.096271486,0.116649702,0.825304179,0.40919892,0.973461059
3941,ENSG00000170271,1028.513211,0.008395015,0.377367678,0.022246247,0.982251527,0.999377886
3942,ENSG00000155508,383.383739,-0.155083044,0.102152711,-1.51814908,0.128976821,0.916946994
3943,ENSG00000082516,113.4903543,-0.005873569,0.192374018,-0.030532028,0.97564275,0.999377886
3944,ENSG00000082515,41.62641679,0.315264574,0.256826796,1.227537698,0.219620562,0.948316465
3945,ENSG00000145850,9.378863668,0.370017261,0.554094599,0.667787164,0.504269462,0.98039072
3946,ENSG00000113249,12.80601775,0.904759701,0.492230663,1.83808074,0.066050509,0.870488641
3947,ENSG00000135077,121.7456574,-0.090704874,0.186802919,-0.485564546,0.627275939,0.993936736
3948,ENSG00000155868,55.4799714,-0.253457581,0.257688748,-0.983580319,0.325321906,0.964255927
3949,ENSG00000113263,1057.460144,0.000377641,0.154987954,0.002436583,0.99805589,0.99955869
3950,ENSG00000055163,2542.219299,0.037036594,0.065482813,0.565592589,0.571670767,0.9907667
3951,ENSG00000172568,136.4476775,0.225745173,0.165925449,1.360521698,0.173664891,0.927121199
3952,ENSG00000135074,1634.439093,-0.12123716,0.143860022,-0.842743928,0.399371674,0.971960494
3953,ENSG00000172548,62.40054456,0.606746229,0.267867851,2.265095371,0.023506828,0.784127404
3954,ENSG00000039600,9.153984712,0.373106352,0.595291157,0.6267628,0.530814732,0.986508026
3955,ENSG00000113272,39.50848491,0.411505378,0.276031406,1.490791879,0.136016145,0.923695846
3956,ENSG00000155858,43.87187698,0.455735384,0.265523984,1.716362409,0.086095732,0.900298486
3957,ENSG00000113282,483.7489791,-0.144171133,0.096874617,-1.488224031,0.136691822,0.92446394
3958,ENSG00000164330,59.78225901,-0.338791348,0.379403449,-0.892958006,0.371879661,0.971053785
3959,ENSG00000145860,714.1340964,0.026697923,0.112189829,0.237970978,0.811903604,0.998439576
3960,ENSG00000164332,137.8932921,-0.366911015,0.14684937,-2.498553561,0.01247013,0.730977662
3961,ENSG00000113312,169.4785475,0.061547256,0.113647469,0.541562929,0.588119636,0.991846699
3962,ENSG00000170234,346.7003952,0.092725843,0.087949628,1.054306256,0.291742725,0.959371175
3963,ENSG00000170231,24.64037832,-0.364325558,0.483827662,-0.75300688,0.45144578,0.973509277
